question,answer,relation,subject,object,q_index,prompt_id,q_id,target_lang,klar_id
マン島の公用語は何ですか？,英語,official_language,マン島,英語,265,0,265_0,ja,ja_265_0
ミシシッピ州で公式の地位を持つ言語は何ですか？,英語,official_language,ミシシッピ州,英語,266,3,266_3,ja,ja_266_3
マカオで公式として認識される言語は何ですか？,中国語,official_language,マカオ,中国語,267,4,267_4,ja,ja_267_4
チェコスロバキアで公式の地位を持つ言語は何ですか？,スロバキア語,official_language,チェコスロバキア,スロバキア語,268,3,268_3,ja,ja_268_3
ドネツィク州で公式の地位を持つ言語は何ですか？,ロシア語,official_language,ドネツィク州,ロシア語,269,3,269_3,ja,ja_269_3
イスラエルで公式の地位を持つ言語は何ですか？,ヘブライ語,official_language,イスラエル,ヘブライ語,270,3,270_3,ja,ja_270_3
サモアの公用語は何ですか？,英語,official_language,サモア,英語,271,0,271_0,ja,ja_271_0
タタールスタン共和国で公式に使用されている言語は何ですか？,ロシア語,official_language,タタールスタン共和国,ロシア語,272,1,272_1,ja,ja_272_1
ブリュッセル首都圏地域で話されている主要な言語は何ですか？,オランダ語,official_language,ブリュッセル首都圏地域,オランダ語,273,2,273_2,ja,ja_273_2
ハワイ州で公式として認識される言語は何ですか？,ハワイ語,official_language,ハワイ州,ハワイ語,274,4,274_4,ja,ja_274_4
スイスで公式に使用されている言語は何ですか？,フランス語,official_language,スイス,フランス語,275,1,275_1,ja,ja_275_1
カヤーニの公用語は何ですか？,フィンランド語,official_language,カヤーニ,フィンランド語,276,0,276_0,ja,ja_276_0
ベルギーで公式に使用されている言語は何ですか？,ドイツ語,official_language,ベルギー,ドイツ語,277,1,277_1,ja,ja_277_1
ナウルで公式に使用されている言語は何ですか？,英語,official_language,ナウル,英語,278,1,278_1,ja,ja_278_1
デリーで公式の地位を持つ言語は何ですか？,英語,official_language,デリー,英語,279,3,279_3,ja,ja_279_3
ナバラ州で公式に使用されている言語は何ですか？,スペイン語,official_language,ナバラ州,スペイン語,280,1,280_1,ja,ja_280_1
イビサ島の公用語は何ですか？,スペイン語,official_language,イビサ島,スペイン語,281,0,281_0,ja,ja_281_0
ケーララ州で話されている主要な言語は何ですか？,英語,official_language,ケーララ州,英語,282,2,282_2,ja,ja_282_2
フォークランド諸島の公用語は何ですか？,英語,official_language,フォークランド諸島,英語,283,0,283_0,ja,ja_283_0
自由都市ダンツィヒで公式に使用されている言語は何ですか？,ポーランド語,official_language,自由都市ダンツィヒ,ポーランド語,284,1,284_1,ja,ja_284_1
欧州サッカー連盟の公用語は何ですか？,フランス語,official_language,欧州サッカー連盟,フランス語,285,0,285_0,ja,ja_285_0
フリースラント州で公式の地位を持つ言語は何ですか？,オランダ語,official_language,フリースラント州,オランダ語,286,3,286_3,ja,ja_286_3
ギニアで公式の地位を持つ言語は何ですか？,フランス語,official_language,ギニア,フランス語,287,3,287_3,ja,ja_287_3
コーヤンブットゥールで公式に使用されている言語は何ですか？,タミル語,official_language,コーヤンブットゥール,タミル語,288,1,288_1,ja,ja_288_1
オーストラリアで公式に使用されている言語は何ですか？,英語,official_language,オーストラリア,英語,289,1,289_1,ja,ja_289_1
ペルーの公用語は何ですか？,スペイン語,official_language,ペルー,スペイン語,290,0,290_0,ja,ja_290_0
デリーで話されている主要な言語は何ですか？,パンジャーブ語,official_language,デリー,パンジャーブ語,291,2,291_2,ja,ja_291_2
レソトで話されている主要な言語は何ですか？,英語,official_language,レソト,英語,292,2,292_2,ja,ja_292_2
インドで話されている主要な言語は何ですか？,英語,official_language,インド,英語,293,2,293_2,ja,ja_293_2
ピトケアン諸島で公式に使用されている言語は何ですか？,英語,official_language,ピトケアン諸島,英語,294,1,294_1,ja,ja_294_1
ハンティ・マンシ自治管区・ユグラで公式として認識される言語は何ですか？,ロシア語,official_language,ハンティ・マンシ自治管区・ユグラ,ロシア語,295,4,295_4,ja,ja_295_4
ジンバブエで話されている主要な言語は何ですか？,英語,official_language,ジンバブエ,英語,296,2,296_2,ja,ja_296_2
ルツェルンで話されている主要な言語は何ですか？,ドイツ語,official_language,ルツェルン,ドイツ語,297,2,297_2,ja,ja_297_2
沿ドニエストル共和国で話されている主要な言語は何ですか？,ウクライナ語,official_language,沿ドニエストル共和国,ウクライナ語,298,2,298_2,ja,ja_298_2
ジブチの公用語は何ですか？,フランス語,official_language,ジブチ,フランス語,299,0,299_0,ja,ja_299_0
シント・ユースタティウス島で公式として認識される言語は何ですか？,英語,official_language,シント・ユースタティウス島,英語,300,4,300_4,ja,ja_300_4
モンタナ州で公式に使用されている言語は何ですか？,英語,official_language,モンタナ州,英語,301,1,301_1,ja,ja_301_1
バハマで公式に使用されている言語は何ですか？,英語,official_language,バハマ,英語,302,1,302_1,ja,ja_302_1
ダゲスタン共和国で話されている主要な言語は何ですか？,アゼルバイジャン語,official_language,ダゲスタン共和国,アゼルバイジャン語,303,2,303_2,ja,ja_303_2
北マケドニアで公式の地位を持つ言語は何ですか？,マケドニア語,official_language,北マケドニア,マケドニア語,304,3,304_3,ja,ja_304_3
オンタリオ州で公式に使用されている言語は何ですか？,英語,official_language,オンタリオ州,英語,305,1,305_1,ja,ja_305_1
アルバータ州で話されている主要な言語は何ですか？,英語,official_language,アルバータ州,英語,306,2,306_2,ja,ja_306_2
モンテネグロで公式として認識される言語は何ですか？,セルビア語,official_language,モンテネグロ,セルビア語,307,4,307_4,ja,ja_307_4
ジャンムー・カシミール州で公式の地位を持つ言語は何ですか？,ウルドゥー語,official_language,ジャンムー・カシミール州,ウルドゥー語,308,3,308_3,ja,ja_308_3
エスワティニで公式に使用されている言語は何ですか？,英語,official_language,エスワティニ,英語,309,1,309_1,ja,ja_309_1
欧州連合の公用語は何ですか？,オランダ語,official_language,欧州連合,オランダ語,310,0,310_0,ja,ja_310_0
グレナダの公用語は何ですか？,英語,official_language,グレナダ,英語,311,0,311_0,ja,ja_311_0
オルダニー島の公用語は何ですか？,英語,official_language,オルダニー島,英語,312,0,312_0,ja,ja_312_0
アールガウ州で話されている主要な言語は何ですか？,ドイツ語,official_language,アールガウ州,ドイツ語,313,2,313_2,ja,ja_313_2
ハカス共和国で公式の地位を持つ言語は何ですか？,ロシア語,official_language,ハカス共和国,ロシア語,314,3,314_3,ja,ja_314_3
チェチェン共和国で公式の地位を持つ言語は何ですか？,ロシア語,official_language,チェチェン共和国,ロシア語,315,3,315_3,ja,ja_315_3
ムィコラーイウ州で話されている主要な言語は何ですか？,ロシア語,official_language,ムィコラーイウ州,ロシア語,316,2,316_2,ja,ja_316_2
パンジャーブ州で公式として認識される言語は何ですか？,パンジャーブ語,official_language,パンジャーブ州,パンジャーブ語,317,4,317_4,ja,ja_317_4
ルワンダで公式に使用されている言語は何ですか？,英語,official_language,ルワンダ,英語,318,1,318_1,ja,ja_318_1
フィンランドで公式として認識される言語は何ですか？,フィンランド語,official_language,フィンランド,フィンランド語,319,4,319_4,ja,ja_319_4
ネブラスカ州で公式に使用されている言語は何ですか？,英語,official_language,ネブラスカ州,英語,320,1,320_1,ja,ja_320_1
ポーランドで話されている主要な言語は何ですか？,ポーランド語,official_language,ポーランド,ポーランド語,321,2,321_2,ja,ja_321_2
ウクライナ・ソビエト社会主義共和国で公式として認識される言語は何ですか？,ロシア語,official_language,ウクライナ・ソビエト社会主義共和国,ロシア語,322,4,322_4,ja,ja_322_4
ニヨンで話されている主要な言語は何ですか？,フランス語,official_language,ニヨン,フランス語,323,2,323_2,ja,ja_323_2
バーゼルで話されている主要な言語は何ですか？,ドイツ語,official_language,バーゼル,ドイツ語,324,2,324_2,ja,ja_324_2
アーカンソー州の公用語は何ですか？,英語,official_language,アーカンソー州,英語,325,0,325_0,ja,ja_325_0
ルーマニアで公式に使用されている言語は何ですか？,ルーマニア語,official_language,ルーマニア,ルーマニア語,326,1,326_1,ja,ja_326_1
スリランカで公式に使用されている言語は何ですか？,タミル語,official_language,スリランカ,タミル語,327,1,327_1,ja,ja_327_1
欧州連合で公式に使用されている言語は何ですか？,ギリシア語,official_language,欧州連合,ギリシア語,328,1,328_1,ja,ja_328_1
欧州連合の公用語は何ですか？,アイルランド語,official_language,欧州連合,アイルランド語,329,0,329_0,ja,ja_329_0
ケニアで公式に使用されている言語は何ですか？,英語,official_language,ケニア,英語,330,1,330_1,ja,ja_330_1
フランス領南方・南極地域で公式の地位を持つ言語は何ですか？,フランス語,official_language,フランス領南方・南極地域,フランス語,331,3,331_3,ja,ja_331_3
ガーナで話されている主要な言語は何ですか？,英語,official_language,ガーナ,英語,332,2,332_2,ja,ja_332_2
